word,pos,chunk,pnp,rol,lemma
HVDC,NNP,B-NP,O,O,hvdc
transmission,NN,I-NP,O,O,transmission
Inductive,JJ,B-NP,O,O,inductive
power,NN,I-NP,O,O,power
transmission,NN,I-NP,O,O,transmission
Static,JJ,B-NP,O,O,static
VAr,NNP,I-NP,O,O,var
compensators,NNS,I-NP,O,O,compensator
Transmission,NNP,B-NP,O,O,transmission
lines,NNS,I-NP,O,O,line
Wireless,NNP,B-NP,O,O,wireless
power,NN,I-NP,O,O,power
transmission,NN,I-NP,O,O,transmission
PSCAD,NNP,B-NP,O,O,pscad
Pulse,NN,B-NP,O,O,pulse
power,NN,I-NP,O,O,power
systems,NNS,I-NP,O,O,system
Pulsed,VBN,B-VP,O,VP-1,pulse
power,NN,B-NP,O,NP-OBJ-1,power
supplies,NNS,I-NP,O,NP-OBJ-1,supply
Reactive,JJ,B-NP,O,O,reactive
power,NN,I-NP,O,O,power
Substations,NNS,B-NP,O,O,substation
Substation,CD,B-NP,O,O,substation
automation,NN,I-NP,O,O,automation
Substation,CD,B-NP,O,O,substation
protection,NN,I-NP,O,O,protection
Transformers,NNPS,B-NP,O,O,transformers
Current,JJ,B-NP,O,O,current
transformers,NNP,I-NP,O,O,transformers
Flyback,NNP,B-NP,O,O,flyback
transformers,NNP,I-NP,O,O,transformers
Instrument,NNP,B-NP,O,O,instrument
transformers,NNP,I-NP,O,O,transformers
Phase,NN,B-NP,O,O,phase
transformers,NNP,I-NP,O,O,transformers
Power,NN,B-NP,O,O,power
transformers,NNP,I-NP,O,O,transformers
Pulse,NN,B-NP,O,O,pulse
transformers,NNP,I-NP,O,O,transformers
Uninterruptible,JJ,B-NP,O,O,uninterruptible
power,NN,I-NP,O,O,power
systems,NNS,I-NP,O,O,system
Wind,NNP,B-NP,O,O,wind
energy,NN,I-NP,O,O,energy
integration,NN,I-NP,O,O,integration
Product,NN,B-NP,O,O,product
safety,NN,I-NP,O,O,safety
engineering,NN,I-NP,O,O,engineering
Consumer,NNP,B-NP,O,O,consumer
protection,NN,I-NP,O,O,protection
Power,NN,B-NP,O,O,power
system,NN,I-NP,O,O,system
protection,NN,I-NP,O,O,protection
Electrical,JJ,B-NP,O,O,electrical
safety,NN,I-NP,O,O,safety
Fault,NNP,B-NP,O,O,fault
protection,NN,I-NP,O,O,protection
Grounding,VBG,B-VP,O,O,ground
Substation,CD,B-NP,O,O,substation
protection,NN,I-NP,O,O,protection
Surge,NNP,B-NP,O,O,surge
protection,NN,I-NP,O,O,protection
Arresters,NNS,B-NP,O,O,arrester
Safety,NN,B-NP,O,O,safety
Aerospace,NNP,B-NP,O,O,aerospace
safety,NN,I-NP,O,O,safety
Air,NNP,B-NP,O,O,air
safety,NN,I-NP,O,O,safety
Domestic,JJ,B-NP,O,O,domestic
safety,NN,I-NP,O,O,safety
Emergency,NN,B-NP,O,O,emergency
services,NNS,I-NP,O,O,service
Explosion,NN,B-NP,O,O,explosion
protection,NN,I-NP,O,O,protection
Hazards,NNS,B-NP,O,O,hazard
Biohazards,NNS,B-NP,O,O,biohazard
Chemical,NNP,B-NP,O,O,chemical
hazards,NNS,I-NP,O,O,hazard
Explosions,NNS,B-NP,O,O,explosion
Fires,NNP,B-NP,O,O,fires
Flammability,NNP,B-NP,O,O,flammability
Floods,NNS,B-NP,O,O,flood
Hazardous,JJ,B-NP,O,O,hazardous
areas,NNS,I-NP,O,O,area
Hazardous,JJ,B-NP,O,O,hazardous
materials,NNS,I-NP,O,O,material
Toxicology,NNP,B-NP,O,O,toxicology
Health,NNP,B-NP,O,O,health
and,CC,I-NP,O,O,and
safety,NN,I-NP,O,O,safety
Occupational,JJ,B-NP,O,O,occupational
health,NN,I-NP,O,O,health
Occupational,JJ,B-NP,O,O,occupational
safety,NN,I-NP,O,O,safety
Marine,NNP,B-NP,O,O,marine
safety,NN,I-NP,O,O,safety
Product,NN,B-NP,O,O,product
safety,NN,I-NP,O,O,safety
Protection,NNP,B-NP,O,O,protection
Explosion,NN,B-NP,O,O,explosion
protection,NN,I-NP,O,O,protection
Lightning,NN,B-NP,O,O,lightning
protection,NN,I-NP,O,O,protection
Radiation,NN,B-NP,O,O,radiation
safety,NN,I-NP,O,O,safety
Safety,NN,B-NP,O,O,safety
devices,NNS,I-NP,O,O,device
Eye,NNP,B-NP,O,O,eye
protection,NN,I-NP,O,O,protection
Protective,JJ,B-NP,O,O,protective
clothing,NN,I-NP,O,O,clothing
Safety,NN,B-NP,O,O,safety
management,NN,I-NP,O,O,management
Vehicle,NNP,B-NP,O,O,vehicle
safety,NN,I-NP,O,O,safety
Advanced,NNP,B-NP,O,O,advanced
driver,NN,I-NP,O,O,driver
assistance,NN,I-NP,O,O,assistance
systems,NNS,I-NP,O,O,system
Vehicle,NNP,B-NP,O,O,vehicle
crash,NN,I-NP,O,O,crash
testing,NN,I-NP,O,O,testing
Professional,JJ,B-NP,O,O,professional
communication,NN,I-NP,O,O,communication
Collaboration,NN,B-NP,O,O,collaboration
Collaborative,NNP,B-NP,O,O,collaborative
tools,NNS,I-NP,O,O,tool
Call,JJ,B-NP,O,O,call
conference,NN,I-NP,O,O,conference
Collaborative,NNP,B-NP,O,O,collaborative
software,NN,I-NP,O,O,software
Videoconferences,NNS,B-NP,O,O,videoconference
Discussion,NN,B-NP,O,O,discussion
forums,NNS,I-NP,O,O,forum
Teamwork,NN,B-NP,O,O,teamwork
Virtual,JJ,B-NP,O,O,virtual
groups,NNS,I-NP,O,O,group
Communication,NNP,B-NP,O,O,communication
aids,NNP,I-NP,O,O,aids
Communication,NNP,B-NP,O,O,communication
effectiveness,NN,I-NP,O,O,effectiveness
Communication,NNP,B-NP,O,O,communication
symbols,NNS,I-NP,O,O,symbol
Semiotics,NNS,B-NP,O,O,semiotic
Pragmatics,NNS,B-NP,O,O,pragmatic
Semantics,NNS,B-NP,O,O,semantic
Syntactics,NNS,B-NP,O,O,syntactic
Context,NN,B-NP,O,O,context
Databases,NNS,B-NP,O,O,databasis
Database,NN,B-NP,O,O,database
systems,NNS,I-NP,O,O,system
Audio,NNP,B-NP,O,O,audio
databases,NNS,I-NP,O,O,databasis
Deductive,JJ,B-NP,O,O,deductive
databases,NNS,I-NP,O,O,databasis
Image,NN,B-NP,O,O,image
databases,NNS,I-NP,O,O,databasis
Indexes,NNS,B-NP,O,O,index
Multimedia,NNP,B-NP,O,O,multimedia
databases,NNS,I-NP,O,O,databasis
Object,NN,B-NP,O,O,object
oriented,JJ,I-NP,O,O,oriented
databases,NNS,I-NP,O,O,databasis
Query,NN,B-NP,O,O,query
processing,NN,I-NP,O,O,processing
Deductive,JJ,B-NP,O,O,deductive
databases,NNS,I-NP,O,O,databasis
Distributed,VBN,B-VP,O,VP-1,distribute
databases,NNS,B-NP,O,NP-OBJ-1,databasis
Image,NN,B-NP,O,O,image
databases,NNS,I-NP,O,O,databasis
Image,NN,B-NP,O,O,image
retrieval,NN,I-NP,O,O,retrieval
Multimedia,NNP,B-NP,O,O,multimedia
databases,NNS,I-NP,O,O,databasis
Object,NN,B-NP,O,O,object
oriented,JJ,I-NP,O,O,oriented
databases,NNS,I-NP,O,O,databasis
Relational,NNP,B-NP,O,O,relational
databases,NNS,I-NP,O,O,databasis
Spatial,JJ,B-NP,O,O,spatial
databases,NNS,I-NP,O,O,databasis
Transaction,NN,B-NP,O,O,transaction
databases,NNS,I-NP,O,O,databasis
Itemsets,NNS,B-NP,O,O,itemset
Visual,JJ,B-NP,O,O,visual
databases,NNS,I-NP,O,O,databasis
Global,JJ,B-NP,O,O,global
communication,NN,I-NP,O,O,communication
Cross-cultural,JJ,B-NP,O,O,cross-cultural
communication,NN,I-NP,O,O,communication
Geographic,NNP,B-NP,O,O,geographic
information,NN,I-NP,O,O,information
systems,NNS,I-NP,O,O,system
Geospatial,JJ,B-NP,O,O,geospatial
analysis,NN,I-NP,O,O,analysis
Gunshot,NN,B-NP,O,O,gunshot
detection,NN,I-NP,O,O,detection
systems,NNS,I-NP,O,O,system
Grammar,NNP,B-NP,O,O,grammar
Information,CD,B-NP,O,O,information
analysis,NN,I-NP,O,O,analysis
Decision,NNP,B-NP,O,O,decision
analysis,NN,I-NP,O,O,analysis
Indexing,NN,B-NP,O,O,indexing
Information,NN,B-NP,O,O,information
resources,NNS,I-NP,O,O,resource
Information,NN,B-NP,O,O,information
retrieval,NN,I-NP,O,O,retrieval
Blogs,NNS,B-NP,O,O,blog
Content-based,JJ,B-NP,O,O,content-based
retrieval,NN,I-NP,O,O,retrieval
Hypertext,JJ,B-NP,O,O,hypertext
systems,NNS,I-NP,O,O,system
Information,NN,B-NP,O,NP-SBJ-1,information
filtering,VBG,B-VP,O,VP-1,filter
Information,NN,B-NP,O,O,information
filters,NNS,I-NP,O,O,filter
Recommender,JJR,B-NP,O,O,recommender
systems,NNS,I-NP,O,O,system
Information,NN,B-NP,O,O,information
rates,NNS,I-NP,O,O,rate
Music,JJ,B-NP,O,O,music
information,NN,I-NP,O,O,information
retrieval,NN,I-NP,O,O,retrieval
Online,NNP,B-NP,O,O,online
services,NNS,I-NP,O,O,service
Online,NNP,B-NP,O,NP-SBJ-1,online
banking,VBG,B-VP,O,VP-1,draft
Search,VB,B-VP,O,VP-1,search
engines,NNS,B-NP,O,NP-OBJ-1,engine
Search,VB,B-VP,O,VP-1,search
methods,NNS,B-NP,O,NP-OBJ-1,method
Keyword,NNP,B-NP,O,O,keyword
search,NN,I-NP,O,O,search
Metasearch,NNP,B-NP,O,O,metasearch
Nearest,JJS,B-NP,O,NP-SBJ-1,nearest
neighbor,NN,I-NP,O,NP-SBJ-1,neighbor
searches,VBZ,B-VP,O,VP-1,search
Search,VB,B-VP,O,VP-1,search
problems,NNS,B-NP,O,NP-OBJ-1,problem
Web,NNP,B-NP,O,O,web
search,NN,I-NP,O,O,search
Social,NNP,B-NP,O,O,social
network,NN,I-NP,O,O,network
services,NNS,I-NP,O,O,service
Computer,NNP,B-NP,O,NP-SBJ-1,computer
mediated,VBN,B-VP,O,VP-1,mediate
communication,NN,B-NP,O,NP-OBJ-1,communication
Facebook,NNP-ORG,B-NP,O,O,facebook
Flickr,NNP,B-NP,O,O,flickr
LinkedIn,NNP,B-NP,O,O,linkedin
MySpace,NN,B-NP,O,O,myspace
Second,NNP,B-NP,O,O,second
Life,NNP,I-NP,O,O,life
Twitter,NNP,B-NP,O,O,twitter
YouTube,NNP-ORG,B-NP,O,O,youtube
Tagging,VBG,B-VP,O,O,tag
Tag,NN,B-NP,O,O,tag
clouds,NNS,I-NP,O,O,cloud
Taxonomy,NNP,B-NP,O,O,taxonomy
Terminology,NN,B-NP,O,O,terminology
Dictionaries,NNS,B-NP,O,O,dictionary
Video,NNP,B-NP,O,O,video
sharing,NN,I-NP,O,O,sharing
Facebook,NNP-ORG,B-NP,O,O,facebook
MySpace,NN,B-NP,O,O,myspace
YouTube,NNP-ORG,B-NP,O,O,youtube
Vocabulary,NNP,B-NP,O,O,vocabulary
Web,NNP,B-NP,O,O,web
sites,NNS,I-NP,O,O,site
Facebook,NNP-ORG,B-NP,O,O,facebook
MySpace,NN,B-NP,O,O,myspace
Uniform,JJ,B-NP,O,O,uniform
resource,NN,I-NP,O,O,resource
locators,NNS,I-NP,O,O,locator
Web,NNP,B-NP,O,O,web
design,NN,I-NP,O,O,design
YouTube,NNP-ORG,B-NP,O,O,youtube
Information,NN,B-NP,O,O,information
science,NN,I-NP,O,O,science
Information,NN,B-NP,O,O,information
services,NNS,I-NP,O,O,service
Ask,VB,B-VP,O,VP-1,ask
IEEE,NNP,B-NP,O,NP-OBJ-1,ieee
Dictionaries,NNS,B-NP,O,O,dictionary
Document,NNP,B-NP,O,O,document
delivery,NN,I-NP,O,O,delivery
Ask,VB,B-VP,O,VP-1,ask
IEEE,NNP,B-NP,O,NP-OBJ-1,ieee
Encyclopedias,NNS,B-NP,O,O,encyclopedia
Libraries,NNS,B-NP,O,O,library
Software,NNP,B-NP,O,O,software
libraries,NNS,I-NP,O,O,library
Teletext,IN,B-PP,O,O,teletext
Videotex,NN,B-NP,O,O,videotex
Wikipedia,NNP-ORG,B-NP,O,O,wikipedia
Information,NN,B-NP,O,O,information
systems,NNS,I-NP,O,O,system
Data,JJ,B-NP,O,O,data
systems,NNS,I-NP,O,O,system
Data,JJ,B-NP,O,O,data
acquisition,NN,I-NP,O,O,acquisition
Data,JJ,B-NP,O,O,data
compression,NN,I-NP,O,O,compression
Data,JJ,B-NP,O,O,data
conversion,NN,I-NP,O,O,conversion
Data,JJ,B-NP,O,O,data
engineering,NN,I-NP,O,O,engineering
Data,JJ,B-NP,O,O,data
handling,NN,I-NP,O,O,handling
Data,JJ,B-NP,O,O,data
processing,NN,I-NP,O,O,processing
Data,JJ,B-NP,O,O,data
storage,NN,I-NP,O,O,storage
systems,NNS,I-NP,O,O,system
Data,NN,B-NP,O,O,data
warehouses,NNS,I-NP,O,O,warehouse
Database,NN,B-NP,O,O,database
systems,NNS,I-NP,O,O,system
Audio,NNP,B-NP,O,O,audio
databases,NNS,I-NP,O,O,databasis
Deductive,JJ,B-NP,O,O,deductive
databases,NNS,I-NP,O,O,databasis
Image,NN,B-NP,O,O,image
databases,NNS,I-NP,O,O,databasis
Indexes,NNS,B-NP,O,O,index
Multimedia,NNP,B-NP,O,O,multimedia
databases,NNS,I-NP,O,O,databasis
Object,NN,B-NP,O,O,object
oriented,JJ,I-NP,O,O,oriented
databases,NNS,I-NP,O,O,databasis
Query,NN,B-NP,O,O,query
processing,NN,I-NP,O,O,processing
Distributed,VBN,B-VP,O,VP-1,distribute
information,NN,B-NP,O,NP-OBJ-1,information
systems,NNS,I-NP,O,NP-OBJ-1,system
Distributed,VBN,B-VP,O,VP-1,distribute
management,NN,B-NP,O,NP-OBJ-1,management
Publish-subscribe,NNP,B-NP,O,O,publish-subscribe
Identity,NN,B-NP,O,O,identity
management,NN,I-NP,O,O,management
systems,NNS,I-NP,O,O,system
Informatics,NNS,B-NP,O,O,informatic
Biomedical,JJ,B-NP,O,O,biomedical
informatics,NNS,I-NP,O,O,informatic
Cognitive,JJ,B-NP,O,O,cognitive
informatics,NNS,I-NP,O,O,informatic
Information,NN,B-NP,O,O,information
architecture,NN,I-NP,O,O,architecture
Information,CD,B-NP,O,O,information
management,NN,I-NP,O,O,management
Common,NNP,B-NP,O,O,common
Information,NNP,I-NP,O,O,information
Model,NN,I-NP,O,O,model
(,(,O,O,O,(
computing,VBG,B-VP,O,O,compute
),),O,O,O,)
Common,NNP,B-NP,O,O,common
Information,NNP,I-NP,O,O,information
Model,NN,I-NP,O,O,model
(,(,O,O,O,(
electricity,NN,B-NP,O,O,electricity
),),O,O,O,)
Competitive,JJ,B-NP,O,O,competitive
intelligence,NN,I-NP,O,O,intelligence
Digital,NNP,B-NP,O,O,digital
preservation,NN,I-NP,O,O,preservation
Document,NNP,B-NP,O,NP-SBJ-1,document
handling,VBG,B-VP,O,VP-1,handle
Information,NN,B-NP,O,O,information
security,NN,I-NP,O,O,security
Information,NN,B-NP,O,O,information
sharing,NN,I-NP,O,O,sharing
Knowledge,NN,B-NP,O,O,knowledge
transfer,NN,I-NP,O,O,transfer
Information,NN,B-NP,O,O,information
processing,NN,I-NP,O,O,processing
Informatics,NNS,B-NP,O,O,informatic
Information,NN,B-NP,O,O,information
exchange,NN,I-NP,O,O,exchange
Sonification,NNP,B-NP,O,O,sonification
Management,NNP,B-NP,O,O,management
information,NN,I-NP,O,O,information
systems,NNS,I-NP,O,O,system
Portals,NNS,B-NP,O,O,portal
Medical,NNP,B-NP,O,O,medical
information,NN,I-NP,O,O,information
systems,NNS,I-NP,O,O,system
Electronic,JJ,B-NP,O,O,electronic
medical,JJ,I-NP,O,O,medical
records,NNS,I-NP,O,O,record
Information,NNP,B-NP,O,O,information
technology,NN,I-NP,O,O,technology
Bring,VB,B-VP,O,VP-1,bring
your,PRP$,B-NP,O,NP-OBJ-1,your
own,JJ,I-NP,O,NP-OBJ-1,own
device,NN,I-NP,O,NP-OBJ-1,device
Information,NN,B-NP,O,O,information
and,CC,I-NP,O,O,and
communication,NN,I-NP,O,O,communication
technology,NN,I-NP,O,O,technology
Ambient,NN,B-NP,O,NP-SBJ-1,ambient
assisted,VBN,B-VP,O,VP-1,assist
living,VBG,I-VP,O,VP-1,live
Information,CD,B-NP,O,O,information
representation,NN,I-NP,O,O,representation
Printing,NNP,B-NP,O,O,printing
Digital,NNP,B-NP,O,O,digital
printing,NN,I-NP,O,O,printing
Teleprinting,NN,B-NP,O,O,teleprinting
Three-dimensional,JJ,B-NP,O,O,three-dimensional
printing,NN,I-NP,O,O,printing
Semantic,JJ,B-NP,O,O,semantic
technology,NN,I-NP,O,O,technology
Service,NNP,B-NP,O,NP-SBJ-1,service
computing,VBG,B-VP,O,VP-1,compute
Telematics,NNS,B-NP,O,O,telematic
Universal,NNP,B-NP,O,O,universal
Serial,JJ,I-NP,O,O,serial
Bus,NNP,I-NP,O,O,bus
Manuals,NNS,B-NP,O,O,manual
Meetings,NNS,B-NP,O,O,meeting
Conferences,NNPS,B-NP,O,O,conferences
Oral,NNP,B-NP,O,O,oral
communication,NN,I-NP,O,O,communication
Public,NNP,B-NP,O,O,public
speaking,NN,I-NP,O,O,speaking
Speech,NN,B-NP,O,O,speech
Plagiarism,NN,B-NP,O,O,plagiarism
Portfolios,NNPS,B-NP,O,O,portfolios
Professional,JJ,B-NP,O,O,professional
societies,NNS,I-NP,O,O,society
Public,NNP,B-NP,O,O,public
speaking,NN,I-NP,O,O,speaking
Rhetoric,NN,B-NP,O,O,rhetoric
Writing,VBG,B-VP,O,O,write
Abstracts,NNP,B-NP,O,O,abstracts
Bibliographies,NNS,B-NP,O,O,bibliography
Biographies,NNS,B-NP,O,O,biography
Autobiographies,NNS,B-NP,O,O,autobiography
Dictionaries,NNS,B-NP,O,O,dictionary
Documentation,NNP,B-NP,O,O,documentation
Grammar,NNP,B-NP,O,O,grammar
Readability,NN,B-NP,O,O,readability
metrics,NNS,I-NP,O,O,metric
Resumes,VBZ,B-VP,O,O,resume
Reviews,NNS,B-NP,O,O,review
Thesauri,NNP,B-NP,O,O,thesauri
Reliability,NN,B-NP,O,O,reliability
Availability,NN,B-NP,O,O,availability
Fault,NNP,B-NP,O,O,fault
diagnosis,NN,I-NP,O,O,diagnosis
Dissolved,VBN,B-VP,O,VP-1,dissolve
gas,NN,B-NP,O,NP-OBJ-1,gas
analysis,NN,I-NP,O,NP-OBJ-1,analysis
Fault,NNP,B-NP,O,O,fault
location,NN,I-NP,O,O,location
Fault,NNP,B-NP,O,O,fault
tolerance,NN,I-NP,O,O,tolerance
Fault,NNP,B-NP,O,O,fault
tolerant,JJ,I-NP,O,O,tolerant
control,NN,I-NP,O,O,control
Redundancy,NN,B-NP,O,O,redundancy
Fluctuations,NNS,B-NP,O,O,fluctuation
Integrated,NNP,B-NP,O,O,integrated
circuit,NN,I-NP,O,O,circuit
reliability,NN,I-NP,O,O,reliability
Maintenance,NNP,B-NP,O,O,maintenance
Maldistribution,NNP,B-NP,O,O,maldistribution
Materials,NNS,B-NP,O,O,material
reliability,NN,I-NP,O,O,reliability
Reliability,NN,B-NP,O,O,reliability
engineering,NN,I-NP,O,O,engineering
Reliability,NN,B-NP,O,O,reliability
theory,NN,I-NP,O,O,theory
Robustness,NN,B-NP,O,O,robustness
Semiconductor,NNP,B-NP,O,O,semiconductor
device,NN,I-NP,O,O,device
reliability,NN,I-NP,O,O,reliability
Software,NNP,B-NP,O,O,software
reliability,NN,I-NP,O,O,reliability
Stability,NN,B-NP,O,O,stability
Circuit,NNP,B-NP,O,O,circuit
stability,NN,I-NP,O,O,stability
Robust,JJ,B-NP,O,O,robust
stability,NN,I-NP,O,O,stability
Stability,NN,B-NP,O,O,stability
analysis,NN,I-NP,O,O,analysis
Stability,NN,B-NP,O,O,stability
criteria,NNS,I-NP,O,O,criterium
Thermal,JJ,B-NP,O,O,thermal
stability,NN,I-NP,O,O,stability
Telecommunication,NN,B-NP,O,O,telecommunication
network,NN,I-NP,O,O,network
reliability,NN,I-NP,O,O,reliability
Ferroresonance,NNP,B-NP,O,O,ferroresonance
Magnetic,JJ,B-NP,O,O,magnetic
resonance,NN,I-NP,O,O,resonance
Nuclear,JJ,B-NP,O,O,nuclear
magnetic,JJ,I-NP,O,O,magnetic
resonance,NN,I-NP,O,O,resonance
Paramagnetic,JJ,B-NP,O,O,paramagnetic
resonance,NN,I-NP,O,O,resonance
Resonance,NN,B-NP,O,NP-SBJ-1,resonance
light,VBD,B-VP,O,VP-1,light
scattering,VBG,I-VP,O,VP-1,scatter
Stochastic,JJ,B-NP,O,O,stochastic
resonance,NN,I-NP,O,O,resonance
Robotics,NNP,B-NP,O,O,robotics
and,CC,I-NP,O,O,and
automation,NN,I-NP,O,O,automation
Animatronics,NNS,B-NP,O,O,animatronic
Automation,NNP,B-NP,O,O,automation
Automated,VBN,B-VP,O,VP-1,automate
highways,NNS,B-NP,O,NP-OBJ-1,highway
Automatic,JJ,B-NP,O,O,automatic
generation,NN,I-NP,O,O,generation
control,NN,I-NP,O,O,control
Automatic,JJ,B-NP,O,O,automatic
testing,NN,I-NP,O,O,testing
Automatic,JJ,B-NP,O,O,automatic
test,NN,I-NP,O,O,test
pattern,NN,I-NP,O,O,pattern
generation,NN,I-NP,O,O,generation
Ring,NNP,B-NP,O,O,ring
generators,NNS,I-NP,O,O,generator
Building,VBG,B-VP,O,VP-1,build
automation,NN,B-NP,O,NP-OBJ-1,automation
Manufacturing,NNP,B-NP,O,O,manufacturing
automation,NN,I-NP,O,O,automation
Computer,NNP,B-NP,O,NP-SBJ-1,computer
aided,VBN,B-VP,O,VP-1,aid
manufacturing,NN,B-NP,O,NP-OBJ-1,manufacturing
Computer,NNP,B-NP,O,O,computer
integrated,JJ,I-NP,O,O,integrated
manufacturing,NN,I-NP,O,O,manufacturing
Computer,NNP,B-NP,O,O,computer
numerical,JJ,I-NP,O,O,numerical
control,NN,I-NP,O,O,control
Flexible,JJ,B-NP,O,O,flexible
manufacturing,NN,I-NP,O,O,manufacturing
systems,NNS,I-NP,O,O,system
Office,NNP,B-NP,O,O,office
automation,NN,I-NP,O,O,automation
Workflow,JJ,B-NP,O,O,workflow
management,NN,I-NP,O,O,management
software,NN,I-NP,O,O,software
Storage,NNP,B-NP,O,O,storage
automation,NN,I-NP,O,O,automation
Vehicular,JJ,B-NP,O,O,vehicular
automation,NN,I-NP,O,O,automation
Autonomous,JJ,B-NP,O,O,autonomous
systems,NNS,I-NP,O,O,system
Autonomous,JJ,B-NP,O,O,autonomous
vehicles,NNS,I-NP,O,O,vehicle
Unmanned,JJ,B-NP,O,O,unmanned
autonomous,JJ,I-NP,O,O,autonomous
vehicles,NNS,I-NP,O,O,vehicle
Multi-robot,NNP,B-NP,O,O,multi-robot
systems,NNS,I-NP,O,O,system
Robots,NNP,B-NP,O,O,robots
Androids,NNS,B-NP,O,O,android
Aquatic,JJ,B-NP,O,O,aquatic
robots,NNS,I-NP,O,O,robot
Automata,NN,B-NP,O,O,automata
Turing,VBG,B-VP,O,VP-1,ture
machines,NNS,B-NP,O,NP-OBJ-1,machine
Cognitive,JJ,B-NP,O,O,cognitive
robotics,NNS,I-NP,O,O,robotic
Computer,NNP,B-NP,O,O,computer
vision,NN,I-NP,O,O,vision
Active,JJ,B-NP,O,O,active
appearance,NN,I-NP,O,O,appearance
model,NN,I-NP,O,O,model
Face,NNP,B-NP,O,O,face
detection,NN,I-NP,O,O,detection
Smart,NNP,B-NP,O,O,smart
cameras,NNS,I-NP,O,O,camera
Educational,NNP,B-NP,O,O,educational
robots,NNS,I-NP,O,O,robot
Humanoid,NNP,B-NP,O,O,humanoid
robots,NNS,I-NP,O,O,robot
Intelligent,NNP,B-NP,O,O,intelligent
robots,NNS,I-NP,O,O,robot
Manipulators,NNS,B-NP,O,O,manipulator
End,NN,B-NP,O,O,end
effectors,NNS,I-NP,O,O,effector
Manipulator,NN,B-NP,O,O,manipulator
dynamics,NNS,I-NP,O,O,dynamic
Micromanipulators,NNS,B-NP,O,O,micromanipulator
Medical,NNP,B-NP,O,O,medical
robotics,NNS,I-NP,O,O,robotic
Resonance,NN,B-NP,O,O,resonance
Rehabilitation,NNP,B-NP,O,O,rehabilitation
robotics,NNS,I-NP,O,O,robotic
Mobile,NNP,B-NP,O,O,mobile
robots,NNS,I-NP,O,O,robot
Autonomous,JJ,B-NP,O,O,autonomous
automobiles,NNS,I-NP,O,O,automobile
Climbing,VBG,B-VP,O,VP-1,climb
robots,NNS,B-NP,O,NP-OBJ-1,robot
Legged,JJ,B-NP,O,O,legged
locomotion,NN,I-NP,O,O,locomotion
Orbital,NNP,B-NP,O,O,orbital
robotics,NNS,I-NP,O,O,robotic
Parallel,JJ,B-NP,O,O,parallel
robots,NNS,I-NP,O,O,robot
Rescue,NNP,B-NP,O,O,rescue
robots,NNS,I-NP,O,O,robot
Robot,NN,B-NP,O,O,robot
control,NN,I-NP,O,O,control
Robot,NN,B-NP,O,O,robot
motion,NN,I-NP,O,O,motion
Robot,NN,B-NP,O,O,robot
kinematics,NNS,I-NP,O,O,kinematic
Motion,NNP,B-NP,O,O,motion
analysis,NN,I-NP,O,O,analysis
Robot,NN,B-NP,O,NP-SBJ-1,robot
learning,VBG,B-VP,O,VP-1,learn
Robot,NN,B-NP,O,O,robot
programming,NN,I-NP,O,O,programming
Robot,NN,B-NP,O,NP-SBJ-1,robot
sensing,VBG,B-VP,O,VP-1,sense
systems,NNS,B-NP,O,NP-OBJ-1,system
Robot,NN,B-NP,O,O,robot
vision,NN,I-NP,O,O,vision
systems,NNS,I-NP,O,O,system
Simultaneous,JJ,B-NP,O,O,simultaneous
localization,NN,I-NP,O,O,localization
and,CC,O,O,O,and
mapping,NN,B-NP,O,O,mapping
Tactile,JJ,B-NP,O,O,tactile
sensors,NNS,I-NP,O,O,sensor
Service,NNP,B-NP,O,O,service
robots,NNS,I-NP,O,O,robot
Soft,JJ,B-NP,O,O,soft
robotics,NNS,I-NP,O,O,robotic
Telerobotics,NNS,B-NP,O,O,telerobotic
Teleoperators,NNS,B-NP,O,O,teleoperator
Science,NN,B-NP,O,O,science
-,:,O,O,O,-
general,NN,B-NP,O,O,general
Astronomy,NN,B-NP,O,O,astronomy
Astrophysics,NNS,B-NP,O,O,astrophysic
Observatories,NNS,B-NP,O,O,observatory
Orbits,NNS,B-NP,O,O,orbit
(,(,O,O,O,(
stellar,JJ,B-ADJP,O,O,stellar
),),O,O,O,)
Planets,NNS,B-NP,O,O,planet
Earth,NNP-LOC,B-NP,O,O,earth
Extrasolar,JJ,B-NP,O,O,extrasolar
planets,NNS,I-NP,O,O,planet
Jupiter,NNP,B-NP,O,O,jupiter
Mars,NNP,B-NP,O,O,mars
Mercury,NNP,B-NP,O,O,mercury
(,(,O,O,O,(
planets,NNS,B-NP,O,O,planet
),),O,O,O,)
Pluto,NN,B-NP,O,O,pluto
Saturn,NNP,B-NP,O,O,saturn
Sun,NNP,B-NP,O,O,sun
Venus,NNP-LOC,B-NP,O,O,venus
Radio,NNP,B-NP,O,O,radio
astronomy,NN,I-NP,O,O,astronomy
Solar,NNP,B-NP,O,O,solar
system,NN,I-NP,O,O,system
Kuiper,NNP,B-NP,O,O,kuiper
belt,NN,I-NP,O,O,belt
Stellar,NNP,B-NP,O,O,stellar
dynamics,NNS,I-NP,O,O,dynamic
Stellar,NNP,B-NP,O,O,stellar
motion,NN,I-NP,O,O,motion
Biology,NNP,B-NP,O,O,biology
Biochemistry,NNP,B-NP,O,O,biochemistry
Amino,JJ,B-NP,O,O,amino
acids,NNS,I-NP,O,O,acid
Biochemical,NNP,B-NP,O,O,biochemical
analysis,NN,I-NP,O,O,analysis
